student_id,first,last,email,grade_level,major,gpa
8552267,Albert,WISE,AlbertWI95@usf.edu,Senior,mechanical engineering,3.28125
7848551,Duncan,HOLLAND,DuncanHO02@usf.edu,Freshman,human resources and personnel management,3
9229685,Chung,HENDERSON,ChungHE81@usf.edu,Junior,nuclear engineering,3.125
1366796,Stafford,HUBER,StaffordHU37@usf.edu,Sophmore,nutrition sciences,2.8125
3796854,Marita,RICE,MaritaRI40@usf.edu,Junior,operations logistics and e-commerce,3.04167
2752122,Marium,HARRELL,MariumHA42@usf.edu,Sophmore,health and medical preparatory programs,2.6875
5259132,Corren,CHRISTENSEN,CorrenCH77@usf.edu,Junior,health and medical preparatory programs,2.91667
7468924,Wallace,WATERS,WallaceWA72@usf.edu,Sophmore,health and medical preparatory programs,3.0625
3127464,Yassar-Ud-Din,MCKAY,Yassar-Ud-DinMC10@usf.edu,Senior,teacher education: multiple levels,2.78125
1284625,Abdal,ROBLES,AbdalRO74@usf.edu,Junior,counseling psychology,3.04167
7599884,Mumtaz,DAVENPORT,MumtazDA25@usf.edu,Senior,multi-disciplinary or general science,3.1875
7468237,Ritchard,HAAS,RitchardHA95@usf.edu,Senior,materials engineering and materials science,3.09375
2769628,Tiffany,VAZQUEZ,TiffanyVA02@usf.edu,Senior,environmental science,2.96875
4811347,Alice-Anne,CHARLES,Alice-AnneCH54@usf.edu,Sophmore,communication technologies,3
9289387,Rehana,CLINE,RehanaCL50@usf.edu,Sophmore,geological and geophysical engineering,3
4786413,Michael-John,HURLEY,Michael-JohnHU03@usf.edu,Freshman,military technologies,3.125
9186556,Alick,DRAKE,AlickDR78@usf.edu,Freshman,general medical and health services,3.375
2477258,Shoaib,RANDOLPH,ShoaibRA64@usf.edu,Sophmore,civil engineering,3.25
2822887,Bronwen,HARRELL,BronwenHA07@usf.edu,Senior,architectural engineering,2.9375
3574661,Freyja,CRUZ,FreyjaCR82@usf.edu,Freshman,animal sciences,3
4861335,Jarvis,CARR,JarvisCA85@usf.edu,Junior,general engineering,2.83333
2266835,Man,ESPINOZA,ManES54@usf.edu,Senior,area ethnic and civilization studies,3.0625
8767923,Lucy,BALDWIN,LucyBA69@usf.edu,Freshman,marketing and marketing research,3.25
5458443,Ester,DYER,EsterDY06@usf.edu,Junior,physical sciences,2.91667
5242779,Ashton,GRANT,AshtonGR03@usf.edu,Sophmore,statistics and decision science,2.9375
9695646,Mortimer,SIMON,MortimerSI90@usf.edu,Junior,sociology,2.79167
6156913,Collete,RILEY,ColleteRI66@usf.edu,Senior,cognitive science and biopsychology,3.03125
6423527,Casey,MCCONNELL,CaseyMC75@usf.edu,Freshman,materials engineering and materials science,3.375
8583214,Annabella,REID,AnnabellaRE70@usf.edu,Sophmore,statistics and decision science,2.8125
4992288,Boyd,HARVEY,BoydHA13@usf.edu,Freshman,aerospace engineering,2.5
6324581,Mehbish,WISE,MehbishWI64@usf.edu,Junior,commercial art and graphic design,3
9749982,Thorfinn,MOSES,ThorfinnMO24@usf.edu,Freshman,social psychology,3.25
1774121,Fatemah,ANDRADE,FatemahAN68@usf.edu,Senior,mass media,2.9375
3841653,Amani,JACOBSON,AmaniJA75@usf.edu,Senior,miscellaneous education,2.90625
4773991,Euain,FLOWERS,EuainFL98@usf.edu,Junior,court reporting,3.29167
3527281,Lyndsay,AGUILAR,LyndsayAG59@usf.edu,Sophmore,community and public health,3
1428544,Kelda,LEWIS,KeldaLE65@usf.edu,Freshman,nuclear,3.25
6333196,Joleene,DANIEL,JoleeneDA37@usf.edu,Senior,petroleum engineering,2.875
3148625,Luan,MOSLEY,LuanMO88@usf.edu,Sophmore,transportation sciences and technologies,3.4375
6918433,Tracey,CHANG,TraceyCH57@usf.edu,Sophmore,area ethnic and civilization studies,2.75
2974621,Yinka,CALHOUN,YinkaCA47@usf.edu,Junior,visual and performing arts,2.91667
2879671,Angela,SAMPSON,AngelaSA82@usf.edu,Sophmore,industrial and organizational psychology,3.0625
5156941,Amie,WHITNEY,AmieWH95@usf.edu,Senior,cognitive science and biopsychology,2.9375
5468858,Chukwuemeka,GEORGE,ChukwuemekaGE01@usf.edu,Junior,hospitality management,2.83333
3276926,Giulietta,BLACK,GiuliettaBL29@usf.edu,Junior,computer and information systems,2.91667
5961633,Blaire,POWERS,BlairePO31@usf.edu,Freshman,hospitality management,3
7343767,Hindelee,MARSHALL,HindeleeMA91@usf.edu,Sophmore,international relations,2.9375
7643566,Shizad,MONTES,ShizadMO26@usf.edu,Freshman,miscellaneous biology,3.125
3955815,Noreena,CHURCH,NoreenaCH91@usf.edu,Senior,military technologies,2.84375
6187473,Shah,WOLFE,ShahWO52@usf.edu,Junior,advertising and public relations,2.91667
8178869,Ayda,EVANS,AydaEV16@usf.edu,Senior,area ethnic and civilization studies,3.1875
5792933,Kirsten,TATE,KirstenTA62@usf.edu,Junior,computer networking and telecommunications,3.04167
3727363,Daiman,CHASE,DaimanCH91@usf.edu,Freshman,computer and information systems,3.375
6833989,Cornelia,GARRETT,CorneliaGA75@usf.edu,Junior,language and drama education,3.20833
2786542,Jimy,STRONG,JimyST30@usf.edu,Sophmore,special needs education,3.25
1541237,Dyon,FRIEDMAN,DyonFR65@usf.edu,Senior,film video and photographic arts,2.90625
1938142,Vikki,COHEN,VikkiCO46@usf.edu,Sophmore,general social sciences,2.6875
2534226,Kaat,RICE,KaatRI99@usf.edu,Freshman,computer programming and data processing,3.375
3225284,Claudette,LUTZ,ClaudetteLU63@usf.edu,Sophmore,miscellaneous fine arts,2.875
2631473,Kendra,GILMORE,KendraGI63@usf.edu,Senior,educational administration and supervision,2.9375
8976419,Chris,BOWERS,ChrisBO24@usf.edu,Junior,miscellaneous agriculture,3.125
9391274,Lynda,HENSLEY,LyndaHE56@usf.edu,Junior,statistics and decision science,2.91667
7886377,Marelle,HANCOCK,MarelleHA53@usf.edu,Freshman,n/a (less than bachelor's degree),2.875
6981513,Elijah,BARRERA,ElijahBA60@usf.edu,Sophmore,miscellaneous engineering technologies,3.3125
3221146,Kirsti,RUSH,KirstiRU72@usf.edu,Freshman,fine arts,2.75
6935654,Kirstyn,MONROE,KirstynMO41@usf.edu,Sophmore,secondary teacher education,2.875
9376586,Sheenagh,CHRISTENSEN,SheenaghCH77@usf.edu,Sophmore,elementary education,3.125
6991144,Jane,MANNING,JaneMA56@usf.edu,Senior,elementary education,3.21875
1257685,Mharie,MULLINS,MharieMU74@usf.edu,Freshman,family and consumer sciences,3
3816385,Sharif,RAMIREZ,SharifRA03@usf.edu,Sophmore,natural resources management,3.25
7826644,Leela,PATTON,LeelaPA71@usf.edu,Sophmore,secondary teacher education,3.25
2482741,Lester,HALEY,LesterHA42@usf.edu,Sophmore,management information systems and statistics,2.9375
7467234,Janene,ANDREWS,JaneneAN00@usf.edu,Sophmore,oceanography,2.8125
2211155,Daren,SANTOS,DarenSA01@usf.edu,Sophmore,mathematics,2.9375
8525458,Ho,BAXTER,HoBA08@usf.edu,Freshman,soil science,3.25
8621177,Russell,EVERETT,RussellEV52@usf.edu,Senior,physical fitness parks recreation and leisure,2.78125
2922936,Jodee,HERRING,JodeeHE89@usf.edu,Junior,multi-disciplinary or general science,2.91667
9455563,Corrin,PARSONS,CorrinPA51@usf.edu,Sophmore,operations logistics and e-commerce,3
8396536,Patrica,OWENS,PatricaOW09@usf.edu,Freshman,business economics,2.75
1184257,Marjory,WIGGINS,MarjoryWI79@usf.edu,Sophmore,theology and religious vocations,3
7445739,Coralie,STOKES,CoralieST30@usf.edu,Freshman,marketing and marketing research,2.625
3641612,Roman,WARE,RomanWA08@usf.edu,Junior,business management and administration,2.70833
2391114,Luciano,BRYANT,LucianoBR97@usf.edu,Freshman,physical fitness parks recreation and leisure,2.75
6337951,Tearaj,MONTOYA,TearajMO32@usf.edu,Senior,mathematics teacher education,2.96875
2933831,Sherrie,BROCK,SherrieBR18@usf.edu,Freshman,petroleum engineering,2.75
5132198,Aleta,RICHARD,AletaRI50@usf.edu,Sophmore,pharmacology,3.25
6491245,Leeanna,BURNS,LeeannaBU78@usf.edu,Senior,genetics,3.0625
8555998,Gladys,WONG,GladysWO04@usf.edu,Freshman,forestry,2.375
5654353,Alyson,YANG,AlysonYA53@usf.edu,Sophmore,community and public health,3.3125
6662326,Katey,OWEN,KateyOW25@usf.edu,Senior,educational administration and supervision,2.75
4578153,Alexandra,VILLARREAL,AlexandraVI49@usf.edu,Sophmore,linguistics and comparative language and literature,3
5613699,Andrina,SCHAEFER,AndrinaSC81@usf.edu,Senior,business management and administration,3.0625
2694951,Daanish,HORNE,DaanishHO89@usf.edu,Senior,environmental science,3.03125
6977892,Eoghan,CAMERON,EoghanCA44@usf.edu,Freshman,management information systems and statistics,2.875
8985929,Elinore,HANEY,ElinoreHA07@usf.edu,Sophmore,biology,3
1248133,Michele,NORMAN,MicheleNO20@usf.edu,Freshman,environmental science,3.375
2836852,Sumreen,NORTON,SumreenNO34@usf.edu,Senior,criminal justice and fire protection,2.9375
9768541,Gael,BARRON,GaelBA30@usf.edu,Sophmore,science and computer teacher education,2.8125
8324918,Gurpage,SHEPPARD,GurpageSH93@usf.edu,Sophmore,architecture,2.75
8411948,Leyton,STUART,LeytonST26@usf.edu,Sophmore,health and medical preparatory programs,3
1484343,Chevonne,GREENE,ChevonneGR84@usf.edu,Junior,philosophy and religious studies,3.04167
7589262,Chloe-Maryse,COLEMAN,Chloe-MaryseCO55@usf.edu,Junior,special needs education,3.16667
9862339,Johnathan,ROSALES,JohnathanRO75@usf.edu,Junior,early childhood education,3.29167
3483697,Rana,SIMPSON,RanaSI44@usf.edu,Sophmore,health and medical preparatory programs,2.9375
9493835,Lynsie,CISNEROS,LynsieCI28@usf.edu,Freshman,chemistry,3.375
9753484,Loraine,WELCH,LoraineWE74@usf.edu,Freshman,aerospace engineering,2.75
1732518,Debirah-Jane,REYNOLDS,Debirah-JaneRE57@usf.edu,Freshman,anthropology and archeology,3
5827358,Christian,BUCKLEY,ChristianBU59@usf.edu,Freshman,mathematics,2.625
7257153,Morag,PARRISH,MoragPA84@usf.edu,Senior,sociology,2.6875
6214817,Adrienne,KELLER,AdrienneKE75@usf.edu,Senior,humanities,2.5
9223813,Ginanne,CHUNG,GinanneCH81@usf.edu,Sophmore,psychology,2.375
2512522,Rachna,TAYLOR,RachnaTA79@usf.edu,Freshman,public administration,2.625
1546964,Phil,PITTS,PhilPI14@usf.edu,Senior,communications,2.375
1943896,Samira,CHANG,SamiraCH59@usf.edu,Freshman,united states history,2.5
9515249,Catherine,CLINE,CatherineCL45@usf.edu,Sophmore,petroleum engineering,2.3125
2426137,Sakinah,LANDRY,SakinahLA28@usf.edu,Junior,miscellaneous agriculture,2.54167
7357617,Carron,BRIGHT,CarronBR13@usf.edu,Senior,finance,2.53125
9125264,Shireen,MCCONNELL,ShireenMC10@usf.edu,Senior,multi/interdisciplinary studies,2.59375
9398359,Nisar,SIMS,NisarSI93@usf.edu,Sophmore,geography,2.75
7236145,Eze,MCMILLAN,EzeMC32@usf.edu,Sophmore,mathematics and computer science,2.4375
5632118,Alan,BLACKWELL,AlanBL65@usf.edu,Freshman,elementary education,2.625
2149229,Ben,BAILEY,BenBA51@usf.edu,Junior,engineering and industrial management,2.625
6561268,Kelly,FLOYD,KellyFL93@usf.edu,Senior,social psychology,2.4375
4648656,Anne,SIMON,AnneSI95@usf.edu,Senior,liberal arts,2.53125
8362248,Muir,COLON,MuirCO65@usf.edu,Sophmore,geosciences,2.5625
9731424,Kateren,SANTOS,KaterenSA73@usf.edu,Freshman,operations logistics and e-commerce,2.5
5661152,Juzer,BOYD,JuzerBO95@usf.edu,Sophmore,art history and criticism,2.5625
3981579,Kristin-Anne,CHAN,Kristin-AnneCH02@usf.edu,Sophmore,early childhood education,2.6875
3897573,Clarke,MORALES,ClarkeMO63@usf.edu,Freshman,chemistry,2.5
2861217,Aazma,CHAPMAN,AazmaCH53@usf.edu,Senior,genetics,2.53125
1953988,Candice,GORDON,CandiceGO69@usf.edu,Freshman,english language and literature,2.375
3541623,Anne,HOWELL,AnneHO15@usf.edu,Sophmore,computer and information systems,2.4375
9165814,Leeah,HARTMAN,LeeahHA76@usf.edu,Senior,finance,2.46875
9198463,Gabrielle,BOLTON,GabrielleBO12@usf.edu,Senior,biomedical engineering,2.59375
7597862,Nyshma,ZAMORA,NyshmaZA04@usf.edu,Freshman,industrial production technologies,2.25
8534418,Bethanie,DAVID,BethanieDA83@usf.edu,Sophmore,pre-law and legal studies,2.625
1893512,Gianpaolo,COX,GianpaoloCO01@usf.edu,Junior,microbiology,2.5
2123917,Dale,ARCHER,DaleAR94@usf.edu,Sophmore,botany,2.4375
4587733,Rosien,DUNN,RosienDU19@usf.edu,Junior,soil science,2.45833
5966493,Jimmy,WATKINS,JimmyWA56@usf.edu,Junior,medical assisting services,2.79167
6174865,Lauren,HESTER,LaurenHE24@usf.edu,Freshman,actuarial science,2.5
7431343,Lorinda,CLARK,LorindaCL45@usf.edu,Senior,miscellaneous business & medical administration,2.34375
9847821,Kerri,SILVA,KerriSI85@usf.edu,Junior,political science and government,2.5
8288494,Carryl,COWAN,CarrylCO18@usf.edu,Sophmore,electrical engineering technology,2.5625
1535956,Aleena,MCKNIGHT,AleenaMC84@usf.edu,Senior,geology and earth science,2.4375
4112897,Guglielmo,GIBSON,GuglielmoGI12@usf.edu,Sophmore,human resources and personnel management,2.3125
1572593,Keris,MANN,KerisMA10@usf.edu,Sophmore,mining and mineral engineering,2.4375
6484628,Clare,GAINES,ClareGA99@usf.edu,Sophmore,history,2.5625
3862566,Danella,MAHONEY,DanellaMA28@usf.edu,Freshman,miscellaneous biology,2.75
2836398,Manjeet,BOYER,ManjeetBO37@usf.edu,Freshman,naval architecture and marine engineering,2.875
3511363,Karron,CARLSON,KarronCA63@usf.edu,Sophmore,physical and health education teaching,2.4375
8494385,Manus,SPARKS,ManusSP37@usf.edu,Junior,economics,2.45833
6266486,Lavindia,STEPHENSON,LavindiaST97@usf.edu,Senior,political science and government,2.375
1439166,Mairi,STRICKLAND,MairiST11@usf.edu,Sophmore,criminal justice and fire protection,2.6875
3417547,Yan,ROSALES,YanRO44@usf.edu,Senior,human services and community organization,2.4375
7952683,Debra,LANG,DebraLA86@usf.edu,Freshman,english language and literature,2.625
2976729,Nickola,GOODMAN,NickolaGO73@usf.edu,Senior,geology and earth science,2.5625
4451571,Ashlee,RAYMOND,AshleeRA63@usf.edu,Sophmore,accounting,2.4375
5479716,Gallie,MEYER,GallieME17@usf.edu,Sophmore,civil engineering,2.3125
2751165,Thor,DOUGLAS,ThorDO04@usf.edu,Freshman,physical and health education teaching,2.25
5545816,Sian,MCCARTY,SianMC64@usf.edu,Junior,pharmacology,2.375
4427514,Isla,WALL,IslaWA20@usf.edu,Senior,physical sciences,2.4375
5994542,Reva-Merle,BURNETT,Reva-MerleBU73@usf.edu,Freshman,naval architecture and marine engineering,2.5
4389369,Jessica,GROSS,JessicaGR17@usf.edu,Freshman,linguistics and comparative language and literature,2.375
5512617,Ainslie,SCOTT,AinslieSC34@usf.edu,Senior,geology and earth science,2.34375
1462632,Ruth,MCCULLOUGH,RuthMC68@usf.edu,Junior,art and music education,2.58333
7348994,Marsha,LAM,MarshaLA95@usf.edu,Freshman,library science,2.625
2498181,Esmee-Lien,TATE,Esmee-LienTA51@usf.edu,Sophmore,construction services,2.25
1614187,Kate,CARDENAS,KateCA93@usf.edu,Freshman,computer engineering,2.25
4188711,Fanzisai,CHURCH,FanzisaiCH38@usf.edu,Sophmore,industrial and organizational psychology,2.6875
9774927,Steve,CRAWFORD,SteveCR03@usf.edu,Junior,liberal arts,2.625
1765155,Sunita,MCDONALD,SunitaMC36@usf.edu,Freshman,political science and government,2.625
2568624,Lauri,BERRY,LauriBE26@usf.edu,Sophmore,computer and information systems,2.5
3354289,Ann-Maree,GRANT,Ann-MareeGR64@usf.edu,Freshman,economics,2.375
9731226,Janie,CONWAY,JanieCO89@usf.edu,Junior,mathematics and computer science,2.375
3574671,Jennifer,DURHAM,JenniferDU87@usf.edu,Freshman,genetics,2.75
2443628,Barry,WONG,BarryWO91@usf.edu,Sophmore,applied mathematics,2.4375
3787519,Donnie,SAUNDERS,DonnieSA42@usf.edu,Freshman,theology and religious vocations,2.25
5754256,Joel,LAWRENCE,JoelLA48@usf.edu,Junior,plant science and agronomy,2.66667
9771328,Camille,RIGGS,CamilleRI77@usf.edu,Junior,aerospace engineering,2.33333
1128544,Eoghann,BARTON,EoghannBA69@usf.edu,Freshman,family and consumer sciences,2.375
2332925,Vaidya,GALLEGOS,VaidyaGA12@usf.edu,Freshman,human resources and personnel management,2.5
9656873,Jenifer,NIELSEN,JeniferNI52@usf.edu,Junior,united states history,2.25
2881652,Abigail,REED,AbigailRE51@usf.edu,Junior,general medical and health services,2.33333
5892458,Linsey,BENJAMIN,LinseyBE86@usf.edu,Sophmore,ecology,2.5
9332885,Terese,FISCHER,TereseFI08@usf.edu,Sophmore,commercial art and graphic design,2.375
3153459,Una,CANTU,UnaCA67@usf.edu,Sophmore,engineering and industrial management,2.625
4419977,Ellisa,LITTLE,EllisaLI34@usf.edu,Senior,communications,2.59375
1423998,Kendrik,SERRANO,KendrikSE54@usf.edu,Junior,architecture,2.54167
4755976,Urafam,GOLDEN,UrafamGO77@usf.edu,Senior,ecology,2.5
1567146,Nanette,WALTERS,NanetteWA11@usf.edu,Senior,international relations,2.4375
8412681,Isobel,BROWNING,IsobelBR13@usf.edu,Sophmore,architectural engineering,2.625
6587724,Kristopher,SHEPARD,KristopherSH10@usf.edu,Sophmore,educational administration and supervision,2.5
1758977,Talhah,WHITNEY,TalhahWH64@usf.edu,Junior,physiology,2.625
8973181,Sergio,SUMMERS,SergioSU54@usf.edu,Freshman,environmental engineering,2.625
7395812,Dominic,PARKS,DominicPA03@usf.edu,Sophmore,drama and theater arts,2.6875
8453425,Jagdeep,ADKINS,JagdeepAD60@usf.edu,Sophmore,miscellaneous fine arts,2.375
2866568,Kate,MARSH,KateMA19@usf.edu,Junior,language and drama education,2.54167
5216872,Savita,WALTON,SavitaWA08@usf.edu,Freshman,pharmacy pharmaceutical sciences and administration,2.375
4693471,Sahdia,ANDERSON,SahdiaAN72@usf.edu,Freshman,general social sciences,2.875
2742537,Nicolle,SAMPSON,NicolleSA79@usf.edu,Sophmore,general agriculture,2.5
3916875,Naiomi-Jayne,GENTRY,Naiomi-JayneGE71@usf.edu,Junior,industrial and organizational psychology,2.5
5719251,Rupert,GARRETT,RupertGA77@usf.edu,Freshman,educational administration and supervision,2.375
7699463,Georgina,STOKES,GeorginaST27@usf.edu,Freshman,naval architecture and marine engineering,2.75
1621194,Pascoe,WEST,PascoeWE34@usf.edu,Senior,finance,2.625
1892156,Tristan,MATHIS,TristanMA76@usf.edu,Junior,journalism,2.33333
5794675,Klare,JENKINS,KlareJE38@usf.edu,Sophmore,general engineering,2.25
6764215,Teresa-Jane,BARTON,Teresa-JaneBA08@usf.edu,Freshman,theology and religious vocations,2.5
4847453,Lorene,MCCORMICK,LoreneMC89@usf.edu,Freshman,sociology,2.375
8337467,Kerrin,FERNANDEZ,KerrinFE40@usf.edu,Sophmore,ecology,2.3125
9187347,Joel,HOOD,JoelHO60@usf.edu,Senior,anthropology and archeology,2.625
7595544,Maud,ROMAN,MaudRO71@usf.edu,Junior,food science,2.54167
3896418,Shabeena,FREEMAN,ShabeenaFR62@usf.edu,Senior,oceanography,2.75
9948215,Jeanie,WEST,JeanieWE54@usf.edu,Freshman,information sciences,2.5
2131361,Marina,NOVAK,MarinaNO34@usf.edu,Freshman,library science,2.625
4672482,Lena,DECKER,LenaDE08@usf.edu,Junior,theology and religious vocations,2.375
7878258,Poppy,FRANCO,PoppyFR92@usf.edu,Senior,physical fitness parks recreation and leisure,2.625
5151949,Manjit,BUSH,ManjitBU47@usf.edu,Sophmore,geology and earth science,2.5625
9818262,Allistair,MCKEE,AllistairMC68@usf.edu,Sophmore,aerospace engineering,2.5
6398277,Mathieu,LEVY,MathieuLE36@usf.edu,Junior,miscellaneous social sciences,2.41667
1247582,Calam,CHRISTIAN,CalamCH91@usf.edu,Junior,environmental engineering,2.54167
3467454,Aymee,COSTA,AymeeCO78@usf.edu,Senior,health and medical administrative services,2.5
3891736,Peter,BARAJAS,PeterBA90@usf.edu,Freshman,industrial and manufacturing engineering,2.375
4356462,Denice,GREEN,DeniceGR55@usf.edu,Senior,food science,2.625
2727226,Tania,REEVES,TaniaRE10@usf.edu,Junior,biochemical sciences,2.75
4392538,Sharraine,BURKE,SharraineBU45@usf.edu,Freshman,petroleum engineering,2.25
3244122,Brodie,DELACRUZ,BrodieDE33@usf.edu,Freshman,zoology,2.5
9754664,Corrie,CHASE,CorrieCH69@usf.edu,Junior,educational psychology,2.33333
8966455,Aisha,ODOM,AishaOD97@usf.edu,Junior,psychology,2.33333
2769123,Sharn,DOYLE,SharnDO86@usf.edu,Freshman,industrial production technologies,2.625
1194352,Chinonyerem,TERRY,ChinonyeremTE50@usf.edu,Junior,n/a (less than bachelor's degree),2.5
9784672,Morris,VANG,MorrisVA54@usf.edu,Senior,civil engineering,2.53125
5785739,Rosanna,MATHEWS,RosannaMA49@usf.edu,Sophmore,computer engineering,2.5
9124265,Colette,ACOSTA,ColetteAC13@usf.edu,Senior,general education,2.5
4628249,Vikki-Ann,BLANCHARD,Vikki-AnnBL25@usf.edu,Freshman,general social sciences,2.5
5139568,Demelza,HOOVER,DemelzaHO89@usf.edu,Freshman,philosophy and religious studies,2.625
3151743,Bryce,SHIELDS,BryceSH52@usf.edu,Junior,court reporting,2.54167
8674349,Alessia,JACKSON,AlessiaJA09@usf.edu,Sophmore,human resources and personnel management,2.5625
2768564,January,ALVARADO,JanuaryAL63@usf.edu,Senior,elementary education,2.3125
3474849,Alban,DUNN,AlbanDU84@usf.edu,Senior,general social sciences,2.625
7995487,Comfort,BARKER,ComfortBA16@usf.edu,Sophmore,cognitive science and biopsychology,2.5625
7211995,Averil,LAMBERT,AverilLA37@usf.edu,Freshman,microbiology,2.5
1657475,Brook,ROLLINS,BrookRO63@usf.edu,Freshman,engineering mechanics physics and science,2.75
2465451,Opeyemi,BUCKLEY,OpeyemiBU93@usf.edu,Sophmore,geology and earth science,2.6875
8618453,Noreena,FISCHER,NoreenaFI44@usf.edu,Freshman,petroleum engineering,2.5
5397162,Lindsey,CONLEY,LindseyCO28@usf.edu,Senior,business economics,2.40625
2762691,Tom,BLANKENSHIP,TomBL07@usf.edu,Senior,area ethnic and civilization studies,2.46875
1413179,Luthais,BOYER,LuthaisBO86@usf.edu,Junior,neuroscience,2.45833
2444366,Brannah,EWING,BrannahEW67@usf.edu,Sophmore,metallurgical engineering,2.5
5629842,Karla,PRATT,KarlaPR79@usf.edu,Sophmore,teacher education: multiple levels,2.5
6736782,Alannah,HOGAN,AlannahHO79@usf.edu,Senior,general social sciences,2.375
8281461,Sudipta,KELLEY,SudiptaKE58@usf.edu,Junior,film video and photographic arts,2.375
1783966,Salem,REESE,SalemRE99@usf.edu,Junior,film video and photographic arts,2.58333
3745671,Lyanna,BATES,LyannaBA88@usf.edu,Freshman,business economics,2.625
9115369,Iram,HOGAN,IramHO11@usf.edu,Sophmore,social work,2.5
6341126,Rubana,MALONE,RubanaMA04@usf.edu,Senior,nuclear engineering,2.53125
3136379,Joanna,WILLIAMSON,JoannaWI05@usf.edu,Sophmore,architectural engineering,2.375
4427561,Kerr,PHAM,KerrPH86@usf.edu,Senior,medical technologies technicians,2.46875
1212257,Beau,SHERMAN,BeauSH97@usf.edu,Freshman,petroleum engineering,2.375
1219245,Bran,LEVINE,BranLE91@usf.edu,Sophmore,naval architecture and marine engineering,2.625
5524992,Shahrul,MCLAUGHLIN,ShahrulMC80@usf.edu,Junior,social science or history teacher education,2.41667
7168818,Kathlyn,KLINE,KathlynKL17@usf.edu,Sophmore,applied mathematics,2.375
4149921,Scott,VALENCIA,ScottVA68@usf.edu,Freshman,engineering technologies,2.5
5567847,Shareen,TAYLOR,ShareenTA44@usf.edu,Junior,astronomy and astrophysics,2.45833
3294856,Jody,LARSON,JodyLA83@usf.edu,Junior,social science or history teacher education,2.41667
2179824,Neville,DUARTE,NevilleDU23@usf.edu,Freshman,mechanical engineering,2.25
4874186,Henna,FLEMING,HennaFL47@usf.edu,Junior,communication disorders sciences and services,2.58333
6729198,Kharis,MULLINS,KharisMU20@usf.edu,Junior,pre-law and legal studies,2.5
8895391,Zaheed,DUFFY,ZaheedDU39@usf.edu,Junior,agriculture production and management,2.45833
3264431,Krystal,COPELAND,KrystalCO20@usf.edu,Junior,electrical engineering technology,2.54167
4134186,Wasseem,ZIMMERMAN,WasseemZI10@usf.edu,Freshman,visual and performing arts,2.375
5875356,Christina,ARIAS,ChristinaAR39@usf.edu,Senior,biomedical engineering,2.65625
5444182,Najia,GILBERT,NajiaGI21@usf.edu,Senior,human resources and personnel management,2.65625
9428914,Margret,ARCHER,MargretAR14@usf.edu,Junior,computer and information systems,2.41667
9316939,Richard,PARKS,RichardPA10@usf.edu,Sophmore,naval architecture and marine engineering,2.5
5585769,Akass,NORMAN,AkassNO30@usf.edu,Senior,journalism,2.28125
4966259,Alina,RIGGS,AlinaRI61@usf.edu,Freshman,other foreign languages,2.375
5559629,Nicola-Jane,BROWN,Nicola-JaneBR13@usf.edu,Sophmore,english language and literature,2.4375
7573766,Roshan,RAMSEY,RoshanRA16@usf.edu,Senior,international relations,2.5625
5339177,Georgiana,BRAY,GeorgianaBR40@usf.edu,Junior,architecture,2.54167
4548711,Johnie,COOK,JohnieCO76@usf.edu,Junior,composition and rhetoric,2.45833
4278894,Tanweer,POWELL,TanweerPO31@usf.edu,Junior,pharmacology,2.58333
1944189,Sergio,ROMERO,SergioRO42@usf.edu,Senior,nuclear,2.53125
2521393,Sohaib,HICKMAN,SohaibHI16@usf.edu,Junior,communications,2.45833
6758945,Carolynn,SANDERS,CarolynnSA02@usf.edu,Junior,library science,2.45833
5654783,Lyly,MAHONEY,LylyMA45@usf.edu,Senior,environmental science,2.53125
1294929,Lucia,INGRAM,LuciaIN21@usf.edu,Freshman,commercial art and graphic design,2.375
9953263,Tamara-Anne,FRANCO,Tamara-AnneFR34@usf.edu,Sophmore,geology and earth science,2.375
8152941,Mikki,RUSSO,MikkiRU69@usf.edu,Sophmore,drama and theater arts,2.375
1874357,Anndrea,MIRANDA,AnndreaMI94@usf.edu,Sophmore,transportation sciences and technologies,2.4375
1434117,Shian,FLYNN,ShianFL66@usf.edu,Freshman,criminal justice and fire protection,2.5
7892766,Gayna,FOWLER,GaynaFO55@usf.edu,Senior,engineering technologies,2.53125
7256718,Katie,BENSON,KatieBE00@usf.edu,Freshman,advertising and public relations,2.5
8754834,Monica,LLOYD,MonicaLL73@usf.edu,Junior,miscellaneous agriculture,2.66667
4279754,Lorrainne,HARRELL,LorrainneHA72@usf.edu,Freshman,economics,2.875
7852582,Kern,FORBES,KernFO43@usf.edu,Sophmore,computer science,2.5
8641973,Tracey-Ann,HULL,Tracey-AnnHU08@usf.edu,Junior,petroleum engineering,2.66667
7232546,Abrahim,PACHECO,AbrahimPA34@usf.edu,Junior,human services and community organization,2.58333
3247254,Magdalene,BOWEN,MagdaleneBO82@usf.edu,Senior,business management and administration,2.65625
4845231,Mharie,WU,MharieWU30@usf.edu,Freshman,communication technologies,2.375
8463499,Chandra,MCGRATH,ChandraMC13@usf.edu,Sophmore,miscellaneous health medical professions,2.375
1635238,Angel,HANCOCK,AngelHA10@usf.edu,Freshman,health and medical administrative services,2.5
1726235,Qez,FOLEY,QezFO60@usf.edu,Freshman,general business,2.625
5788826,John,WEEKS,JohnWE47@usf.edu,Sophmore,economics,2.4375
