uid,username,password,type
53938,Otis-ChenMC95@usf.edu,MCCANN,A
28726,Ann-MarieMA01@usf.edu,MALONE,A
14771,KaleneBE28@usf.edu,BENSON,A
83699,ErynnWE77@usf.edu,WEBB,A
75918,FrederickBA44@usf.edu,BARNETT,A
92569,KristenHA29@usf.edu,HATFIELD,A
66629,RussAS48@usf.edu,ASHLEY,A
46668,MicheleSH50@usf.edu,SHARP,A
39667,TarraME49@usf.edu,MERRITT,A
83155,WalterLO41@usf.edu,LONG,A
67686,ZouhaibSU71@usf.edu,SUMMERS,A
64461,AnilLE52@usf.edu,LEE,A
91982,Ahsan-Ul-HaqGA79@usf.edu,GAMBLE,A
67799,LaynaMC11@usf.edu,MCINTOSH,A
34677,LeoneSH08@usf.edu,SHAW,A
45759,Li-AnneRO11@usf.edu,ROACH,A
16626,AnnalisaFI99@usf.edu,FINLEY,A
24951,KareyGO34@usf.edu,GOULD,A
15764,BharatGI45@usf.edu,GIBSON,A
79988,FayeCA93@usf.edu,CAMPOS,A
71736,BronwenGO10@usf.edu,GOODWIN,A
17336,KhuramHE07@usf.edu,HESTER,A
28242,HughgoHI51@usf.edu,HINES,A
75191,EllenaHI65@usf.edu,HICKMAN,A
31678,ConorMA86@usf.edu,MATHEWS,A
18961,CiaranBO78@usf.edu,BOND,A
